location distance crime_count
"(47.568481050999999, -122.29244510700001)" 0.0512023871389 3
"(47.527642473, -122.263887853)" 0.0985410412078 87
"(47.479984459999997, -122.320772082)" 0.069973009505 2
"(47.541723439000002, -122.33424264200001)" 0.028274044274 1
"(47.615876192999998, -122.29747090399999)" 0.0198069067012 5
"(47.698786964, -122.285312269)" 0.0498078448035 1
"(47.608050646000002, -122.31480494199999)" 0.00767593763136 1
"(47.634557938999997, -122.321153373)" 0.0196259746974 3
"(47.678670586000003, -122.376168764)" 0.0478126657746 20
"(47.62021017, -122.30305961800001)" 0.015028264012 13
"(47.564719598000003, -122.368133524)" 0.0288721096649 10
"(47.539128036000001, -122.356697486)" 0.00594493723916 1
"(47.656014681000002, -122.343559855)" 0.0400222743446 3
"(47.626042941999998, -122.30730823099999)" 0.0146361991905 4
"(47.666116334000002, -122.331272871)" 0.0369670036936 5
"(47.585480709000002, -122.29901495199999)" 0.0349804240235 1
"(47.513651545000002, -122.288140044)" 0.0773419517052 1
"(47.527908775999997, -122.272104803)" 0.0903346566125 5
"(47.624435192, -122.310658993)" 0.0112602015413 1
"(47.572081619999999, -122.371996506)" 0.036951088261 1
"(47.679105757999999, -122.31740839)" 0.0295613604854 1
"(47.554653543000001, -122.272641096)" 0.0751416397425 2
"(47.522936624000003, -122.329727507)" 0.0350345004607 4
"(47.623620408999997, -122.29639830399999)" 0.0224616224588 1
"(47.595815602000002, -122.313452216)" 0.0177913024856 10
"(47.664900340999999, -122.304241507)" 0.0488567869026 4
"(47.666077174000002, -122.325591084)" 0.0379935497594 5
"(47.543386505000001, -122.356067749)" 0.00910891805332 1
"(47.631655549000001, -122.353746818)" 0.0228805695921 1
"(47.671174729999997, -122.322826956)" 0.0339626405393 6
"(47.745062515999997, -122.331825896)" 0.0422781004925 1
"(47.603190069, -122.29110059999999)" 0.0288439373599 1
"(47.717524605000001, -122.296270671)" 0.0413517782362 4
"(47.678664267000002, -122.368732882)" 0.0415770834748 5
"(47.567426808, -122.378766564)" 0.0351650398492 1
"(47.510367926000001, -122.32954309500001)" 0.0416927366339 2
"(47.663296029999998, -122.36860559100001)" 0.0519728125593 2
"(47.639555723000001, -122.31712333599999)" 0.0242361667691 3
"(47.66365313, -122.367401163)" 0.0509253844841 2
"(47.606944810000002, -122.32142074399999)" 0.00822165761691 3
"(47.694203280000004, -122.350604578)" 0.0179080638573 2
"(47.681803875999996, -122.351243934)" 0.026655932417 1
"(47.606204497, -122.317445507)" 0.00911719242146 7
"(47.598630651999997, -122.29625368400001)" 0.0268369125437 3
"(47.626474350999999, -122.312574348)" 0.0121024251262 4
"(47.556205746000003, -122.282603599)" 0.0668436095364 22
"(47.728369862999998, -122.301135825)" 0.0423333479915 1
"(47.550939743000001, -122.325990362)" 0.0388247560852 1
"(47.618591670999997, -122.352843118)" 0.0164616218063 2
"(47.62682375, -122.30296604999999)" 0.0183559050353 5
"(47.592778885000001, -122.291566948)" 0.0341869675104 1
"(47.670900490999998, -122.374897205)" 0.0511834715856 2
"(47.721579955000003, -122.30187602700001)" 0.0379845811983 5
"(47.552336390999997, -122.311093148)" 0.0533418613434 2
"(47.560756263999998, -122.289373001)" 0.0588876707207 4
"(47.535665520000002, -122.380620213)" 0.0186089327006 2
"(47.529996195000003, -122.26861031)" 0.0936458112207 1
"(47.678390163000003, -122.31569620099999)" 0.0311679464466 1
"(47.546003759999998, -122.282094824)" 0.0748227389745 30
"(47.608336031, -122.333430341)" 0.00596587181803 17
"(47.677710337999997, -122.326706546)" 0.0265042186364 2
"(47.585041887000003, -122.31467974900001)" 0.0239908811002 13
"(47.594138172999997, -122.306221822)" 0.0238899985805 1
"(47.713814771000003, -122.29117486600001)" 0.0451153475294 3
"(47.503543022999999, -122.24420075800001)" 0.122351512468 2
"(47.638832889, -122.39422043099999)" 0.0618470742441 1
"(47.537061193, -122.27534260900001)" 0.0860226920702 4
"(47.544723142999999, -122.35715412099999)" 0.00956003539853 2
"(47.708396610000001, -122.29553879300001)" 0.0397926621212 5
"(47.534474119000002, -122.360692594)" 0.00242751902876 1
"(47.583975301000002, -122.323495749)" 0.0209740221963 1
"(47.605977635000002, -122.290510398)" 0.0283435368822 1
"(47.676231426999998, -122.305176749)" 0.039970730053 2
"(47.721237643000002, -122.31471630999999)" 0.0273069837553 2
"(47.727103384000003, -122.331534508)" 0.0244431868351 3
"(47.615799838999997, -122.35061634500001)" 0.0141401506436 1
"(47.606799055000003, -122.333563985)" 0.00512903636887 1
"(47.617695087000001, -122.34092423)" 0.00455297959038 23
"(47.575102534999999, -122.315427774)" 0.032147963426 8
"(47.533710565, -122.367981915)" 0.00657314534956 4
"(47.604823504000002, -122.32178109199999)" 0.00740778986949 28
"(47.524704526000001, -122.355755907)" 0.0133602937789 4
"(47.511978972999998, -122.377863221)" 0.0291885534477 1
"(47.675849122999999, -122.319697979)" 0.031054373139 5
"(47.612247818, -122.288229745)" 0.0292023066333 3
"(47.572713188000002, -122.3367853)" 0.0323678269473 5
"(47.686939772999999, -122.35260040999999)" 0.0237963404552 1
"(47.686376807000002, -122.31754640600001)" 0.0239979372245 2
"(47.666058911, -122.36860859700001)" 0.0499015730285 5
"(47.539786460000002, -122.282602514)" 0.0794533808316 25
"(47.584797236999997, -122.39405195000001)" 0.0579484976823 1
"(47.697846966999997, -122.35872752100001)" 0.0243085097734 1
"(47.675019499999998, -122.321066032)" 0.031146217229 1
"(47.524701878999998, -122.35451651)" 0.0139874297536 1
"(47.608442967000002, -122.331997618)" 0.00512935891677 7
"(47.629579208000003, -122.32126522199999)" 0.0148083358828 3
"(47.561141266, -122.38146061099999)" 0.0313805773356 3
"(47.560210048999998, -122.38548301500001)" 0.0333498176333 41
"(47.658933202999997, -122.34458680900001)" 0.0430790393106 3
"(47.601274013000001, -122.317394126)" 0.0121170347729 8
"(47.634361769000002, -122.32429490200001)" 0.020296261103 11
"(47.639918862999998, -122.371542085)" 0.0420806931768 1
"(47.555601737000003, -122.37626106099999)" 0.0238201480601 2
"(47.731040692000001, -122.293839476)" 0.0498194111747 69
"(47.734128560999999, -122.35557479000001)" 0.0374246574423 2
"(47.607083668000001, -122.29584897700001)" 0.0229498886965 9
"(47.550753346999997, -122.267266601)" 0.0816651246933 1
"(47.656766865000002, -122.403587101)" 0.0781821583861 1
"(47.690835821999997, -122.38327337)" 0.0498065505629 2
"(47.636564362999998, -122.341074986)" 0.0204623584265 4
"(47.529241732999999, -122.350585888)" 0.0135517577942 4
"(47.639452851999998, -122.31053905500001)" 0.0250539451234 1
"(47.553022753, -122.388494072)" 0.031198533195 2
"(47.542301469000002, -122.39003262600001)" 0.028597274441 1
"(47.621520294, -122.322033078)" 0.0078186033101 6
"(47.576264238999997, -122.382126378)" 0.0445540021992 3
"(47.509696664000003, -122.25908807499999)" 0.106374145089 2
"(47.627749237000003, -122.320215991)" 0.0127735975893 24
"(47.653532693000002, -122.278836889)" 0.0541969918672 1
"(47.657311958999998, -122.329026171)" 0.0413726195349 2
"(47.600005437999997, -122.31591158499999)" 0.0138875511399 1
"(47.503122130000001, -122.262023353)" 0.105429652612 3
"(47.621972604, -122.33299574)" 0.0063976720554 1
"(47.577733588999997, -122.407396128)" 0.0613049299121 5
"(47.518278084999999, -122.36590794999999)" 0.0186299941618 7
"(47.575827097000001, -122.29673993999999)" 0.0430625178185 2
"(47.654127406000001, -122.3453135)" 0.0385289928119 3
"(47.652450598999998, -122.390400727)" 0.0647234130422 8
"(47.620206920000001, -122.302499625)" 0.0155578264782 1
"(47.671793657999999, -122.35439045699999)" 0.0366815468729 4
"(47.576498864999998, -122.377044744)" 0.042724135318 4
"(47.656340960999998, -122.35993221)" 0.0461174935165 3
"(47.58764463, -122.30260159700001)" 0.031279971604 8
"(47.549568938, -122.263324458)" 0.0850489485873 4
"(47.544581669000003, -122.38892490800001)" 0.0280829031646 1
"(47.662931082, -122.373597883)" 0.0555983207163 1
"(47.564068437000003, -122.323976195)" 0.0404352221376 6
"(47.579279229999997, -122.378620931)" 0.0458837826562 3
"(47.599205888999997, -122.33481381)" 0.00752382652222 8
"(47.621962949, -122.316247911)" 0.00672111875662 2
"(47.541319682000001, -122.294030314)" 0.0681702767391 2
"(47.590763885999998, -122.317280361)" 0.0179122783406 29
"(47.515181132000002, -122.37437478299999)" 0.0246350928579 9
"(47.672002049, -122.382214933)" 0.0564681969563 7
"(47.546329110000002, -122.309867959)" 0.0530800332016 1
"(47.551145658999999, -122.271279882)" 0.0784964253847 1
"(47.639882188000001, -122.36162933200001)" 0.0342434331999 2
"(47.656782739999997, -122.412815314)" 0.0862384649401 1
"(47.653110251000001, -122.358309035)" 0.0425108506816 5
"(47.525965726999999, -122.36586875)" 0.0112119092576 2
"(47.712700648999999, -122.326062028)" 0.0132305996498 3
"(47.659767090999999, -122.344577204)" 0.0438966136077 3
"(47.649403565, -122.388606045)" 0.0615613682406 5
"(47.558654521999998, -122.285443473)" 0.0631093770411 2
"(47.518289463000002, -122.36727596999999)" 0.0189510912369 42
"(47.507103274000002, -122.255332818)" 0.110672743466 3
"(47.547657340000001, -122.371025192)" 0.0143317729187 6
"(47.686935759999997, -122.366005085)" 0.0349181222739 1
"(47.734374944999999, -122.310059505)" 0.04012740839 1
"(47.618553470000002, -122.343765839)" 0.00751869154939 4
"(47.591353941000001, -122.334194979)" 0.013769618071 54
"(47.697888730999999, -122.37611943100001)" 0.0414733030497 1
"(47.530092201000002, -122.37191266799999)" 0.0117782432825 2
"(47.703239291000003, -122.343990197)" 0.00904656178785 4
"(47.629369738000001, -122.324486077)" 0.0157945213647 1
"(47.585931662999997, -122.319413727)" 0.0206791386164 1
"(47.549232648, -122.37635378500001)" 0.0191648412938 4
"(47.606520052, -122.303784695)" 0.0161025630179 14
"(47.561272305000003, -122.31699241699999)" 0.0445899351017 2
"(47.623701748000002, -122.321998562)" 0.00962356473057 7
"(47.622937065999999, -122.28747337599999)" 0.0307548125705 1
"(47.613474807999999, -122.290344547)" 0.0269886041279 1
"(47.562540675999998, -122.322994595)" 0.0420834033262 2
"(47.533715424999997, -122.369153787)" 0.0076486730321 4
"(47.634011821000001, -122.320095591)" 0.0189041830502 2
"(47.660516336999997, -122.287698542)" 0.0540109248806 1
"(47.584369817000002, -122.290870654)" 0.0406797160383 2
"(47.699036348, -122.320358724)" 0.0150941426416 1
"(47.696580896, -122.29464149899999)" 0.0408008128379 3
"(47.674204168999999, -122.34724053799999)" 0.0312171113511 2
"(47.612929782000002, -122.318124877)" 0.0025384949818 4
"(47.528512767999999, -122.265497439)" 0.0968624344534 6
"(47.718833879000002, -122.30614800399999)" 0.032915702538 2
"(47.69210855, -122.30501276)" 0.0318228492112 31
"(47.566277798000002, -122.314712121)" 0.0405531771876 19
"(47.546990866000002, -122.314917247)" 0.0482666527187 3
"(47.683894088000002, -122.330406985)" 0.0195413325094 6
"(47.707802858999997, -122.35413758999999)" 0.0198040813062 3
"(47.467412471999999, -122.262523833)" 0.121138613977 1
"(47.656934837999998, -122.36277074)" 0.048118997736 1
"(47.667991950000001, -122.391486323)" 0.0664449228547 1
"(47.640585954000002, -122.390312478)" 0.0589079768761 1
"(47.599596148000003, -122.33566907399999)" 0.00795538600291 1
"(47.697829272, -122.35197207500001)" 0.0177612871086 1
"(47.593740500000003, -122.287845709)" 0.0364892274665 3
"(47.665513654999998, -122.284794314)" 0.0597835527836 6
"(47.597928160000002, -122.322450023)" 0.00916429800509 1
"(47.624763973, -122.296606774)" 0.022719100659 5
"(47.627141303999998, -122.342938944)" 0.0123352275089 9
"(47.636815425000002, -122.39686977300001)" 0.0636581863 3
"(47.679866122, -122.294702754)" 0.0463724093218 1
"(47.654716047000001, -122.340099198)" 0.0382656898967 1
"(47.574576309999998, -122.364190103)" 0.0381375330637 1
"(47.559347756000001, -122.39289287699999)" 0.0383997022248 2
"(47.651834852, -122.388834858)" 0.0630794987556 2
"(47.521022535999997, -122.365221011)" 0.0158029884222 28
"(47.705844231, -122.319889288)" 0.015345798843 33
"(47.558356549000003, -122.381459369)" 0.0292439585885 3
"(47.615268716000003, -122.30884847199999)" 0.00842168414888 1
"(47.582916134999998, -122.39897425300001)" 0.0593239868693 1
"(47.675869106999997, -122.322091528)" 0.0299334174219 1
"(47.525136406999998, -122.265563942)" 0.0971330612713 6
"(47.624940293999998, -122.28888355399999)" 0.0299723267892 1
"(47.599249944999997, -122.29866895399999)" 0.0245814072013 1
"(47.713114177000001, -122.319304571)" 0.0186844550464 1
"(47.685077597000003, -122.331021224)" 0.0182502966977 4
"(47.515211088999997, -122.26142479000001)" 0.102833000592 3
"(47.565470329, -122.297633766)" 0.049915608438 4
"(47.718869585, -122.329505637)" 0.0168721288979 3
"(47.545634071000002, -122.375069766)" 0.0159206391319 48
"(47.585519628, -122.31010795900001)" 0.0266611447992 1
"(47.660044841999998, -122.34733762499999)" 0.0446096157834 1
"(47.527868988000002, -122.27949816899999)" 0.0829819106574 1
"(47.551224601000001, -122.285991643)" 0.0683134124557 2
"(47.584532275000001, -122.310116858)" 0.0273547345154 1
"(47.662866074999997, -122.339895798)" 0.0403382705227 1
"(47.572703629000003, -122.339691531)" 0.0331820079126 21
"(47.663967131, -122.309679004)" 0.0464154233785 22
"(47.670188334999999, -122.38886522)" 0.0630626987586 29
"(47.621108698, -122.31629408800001)" 0.0058703857426 1
"(47.648744870000002, -122.30174823500001)" 0.036853047679 2
"(47.630894404999999, -122.361804784)" 0.0290532396023 1
"(47.517284971999999, -122.34223844100001)" 0.0275848347592 1
"(47.620902624999999, -122.34629988499999)" 0.0106947941964 2
"(47.559416269000003, -122.270065398)" 0.0731676266507 1
"(47.548100511000001, -122.296615411)" 0.0648300691801 2
"(47.722325585, -122.355544671)" 0.0283106662972 37
"(47.716128953999998, -122.339499758)" 0.0139894789679 2
"(47.605552150999998, -122.32475015999999)" 0.00462136670396 4
"(47.552812893999999, -122.361756481)" 0.0163151868913 7
"(47.606778718999998, -122.338919905)" 0.0101025323771 5
"(47.675018020000003, -122.356421195)" 0.0351911497887 1
"(47.668159737000003, -122.30342786600001)" 0.0469098156597 1
"(47.635347613, -122.370361155)" 0.0386949777957 4
"(47.642082625, -122.30205522599999)" 0.0307851822272 1
"(47.703557893999999, -122.317758717)" 0.0172038668822 2
"(47.577428005999998, -122.28730704)" 0.048307164906 4
"(47.553403162999999, -122.330240065)" 0.0360044009353 1
"(47.65130139, -122.309118314)" 0.0368932298799 14
"(47.637776657000003, -122.358273661)" 0.030359454026 1
"(47.655522222999998, -122.37156022400001)" 0.0523698602373 1
"(47.694896561999997, -122.313500164)" 0.022894333016 1
"(47.544825512999999, -122.25821743)" 0.0919602018321 1
"(47.662053030000003, -122.299864508)" 0.0498691011022 6
"(47.707814202000002, -122.35680597)" 0.0224016250736 1
"(47.585132188999999, -122.291397653)" 0.0397577951132 3
"(47.557050052000001, -122.28747705000001)" 0.0629107130799 8
"(47.612900013000001, -122.30818284199999)" 0.00940387035199 14
"(47.601688105000001, -122.314929771)" 0.0138313134974 1
"(47.647716846000002, -122.409567993)" 0.0794099832023 1
"(47.619219555999997, -122.32593674100001)" 0.00950362754733 9
"(47.686168397000003, -122.33539640799999)" 0.0167375571411 4
"(47.675783144999997, -122.290713197)" 0.0518865933046 7
"(47.709445105, -122.313789919)" 0.022149208279 2
"(47.636644052000001, -122.276695424)" 0.0458367910229 9
"(47.650830321000001, -122.364867714)" 0.0444417963241 1
"(47.700944264999997, -122.36472204)" 0.029836207285 2
"(47.673817198999998, -122.376214319)" 0.0504831985569 1
"(47.558825925000001, -122.397620375)" 0.0420133516843 1
"(47.683044469999999, -122.312080524)" 0.0302862180553 2
"(47.587450820000001, -122.389011913)" 0.0576542252382 3
"(47.532894507999998, -122.36582596700001)" 0.00523535462287 1
"(47.667797190000002, -122.268780892)" 0.0714496260657 1
"(47.690402204000002, -122.32367015600001)" 0.0168353730437 2
"(47.725877500999999, -122.28439943399999)" 0.0555276982697 1
"(47.545012313999997, -122.29991809000001)" 0.0626924943951 2
"(47.577529824000003, -122.303830128)" 0.0367600515893 6
"(47.583230106000002, -122.38382115100001)" 0.0515611973162 1
"(47.658410858000003, -122.27803421)" 0.0582775193372 2
"(47.606901970000003, -122.341335488)" 0.0108545866471 2
"(47.664675146999997, -122.358838529)" 0.0450755055951 1
"(47.523649593000002, -122.283714534)" 0.0793627442498 1
"(47.583061487000002, -122.28978695399999)" 0.0423784081628 4
"(47.708763994000002, -122.280821837)" 0.0544448753822 2
"(47.502981464000001, -122.229828954)" 0.136384048991 1
"(47.729589044000001, -122.350925295)" 0.031104905079 10
"(47.636354488999999, -122.32293860999999)" 0.0217849229244 1
"(47.666035675000003, -122.319534381)" 0.0399577247458 20
"(47.633549747000004, -122.281320756)" 0.0403072179622 3
"(47.699290883000003, -122.29034922699999)" 0.0447465605127 1
"(47.538591932999999, -122.270653329)" 0.087883521908 17
"(47.682463732999999, -122.319943319)" 0.0253543188339 6
"(47.578536565999997, -122.40295052099999)" 0.0586648269407 1
"(47.614237326999998, -122.283876275)" 0.0334112713048 3
"(47.685316102999998, -122.339090613)" 0.0180648307416 4
"(47.700817084999997, -122.387557329)" 0.0526485479326 4
"(47.618908456, -122.29791587)" 0.0196839875158 6
"(47.618599545999999, -122.35480030399999)" 0.0184070564963 10
"(47.711000736999999, -122.285316435)" 0.0502902844947 1
"(47.514252880999997, -122.270797372)" 0.0939059461141 3
"(47.720534034000003, -122.35960236)" 0.030310031486 6
"(47.555378042000001, -122.294936564)" 0.059597808157 1
"(47.614004788999999, -122.31395672399999)" 0.00356476897241 6
"(47.701130331000002, -122.370075284)" 0.0351698351496 1
"(47.674896191000002, -122.298545422)" 0.0459293655287 5
"(47.609284039999999, -122.33890679700001)" 0.00772068526239 12
"(47.547514315999997, -122.3818201)" 0.0226486912416 1
"(47.539042332000001, -122.32126534299999)" 0.0408438577062 6
"(47.639527055999999, -122.350703207)" 0.0269530017562 2
"(47.567759500000001, -122.270034533)" 0.0670312651153 1
"(47.540989852000003, -122.354956683)" 0.0083779821177 21
"(47.636765752000002, -122.325900851)" 0.0227638591449 2
"(47.559424264999997, -122.31608919)" 0.0466157363424 1
"(47.731487364000003, -122.34018688)" 0.0290630743832 1
"(47.565788343000001, -122.286087654)" 0.0576921015739 3
"(47.640908330000002, -122.34418880299999)" 0.0254762765286 2
"(47.526487476, -122.361144237)" 0.0100516273778 1
"(47.725793279999998, -122.318037926)" 0.0284626161155 1
"(47.642176910000003, -122.394178913)" 0.0630873414689 3
"(47.668538613999999, -122.308843375)" 0.0431539189035 13
"(47.625851480000001, -122.355391321)" 0.021026227244 2
"(47.685858107000001, -122.391923615)" 0.0594677973629 1
"(47.723490570000003, -122.32356192100001)" 0.0235299790955 1
"(47.66022109, -122.326731108)" 0.0434630825471 2
"(47.532348622999997, -122.28060330700001)" 0.081532449147 3
"(47.551882380000002, -122.268775928)" 0.0798499007539 4
"(47.553057971999998, -122.393685769)" 0.0357246994072 1
"(47.609191856999999, -122.308267918)" 0.010889977822 2
"(47.550141281000002, -122.376338293)" 0.0197689604151 2
"(47.612934129000003, -122.29945835700001)" 0.0179707263845 11
"(47.547744539, -122.271269291)" 0.0808403787571 1
"(47.627478025000002, -122.29144236499999)" 0.0285461784061 1
"(47.649402395000003, -122.389758484)" 0.0625392000262 1
"(47.639726903000003, -122.325284225)" 0.0256850652151 6
"(47.621540500000002, -122.312657573)" 0.00774397204801 11
"(47.642457249000003, -122.304646983)" 0.0299294310248 1
"(47.711264941000003, -122.313798057)" 0.0227459211862 1
"(47.639803063999999, -122.346239035)" 0.0251456409574 5
"(47.618488212999999, -122.325459372)" 0.00878085345327 3
"(47.689474378, -122.344516302)" 0.0164851891115 9
"(47.531943630000001, -122.28596089600001)" 0.0762054400351 1
"(47.665044447, -122.37217846999999)" 0.0530942734339 1
"(47.540376877, -122.363048681)" 0.0040084767996 3
"(47.517783475000002, -122.391178705)" 0.0346403711189 2
"(47.692439637, -122.372753284)" 0.039223812605 4
"(47.669466313000001, -122.394261926)" 0.0680860925024 4
"(47.516849932, -122.26981795)" 0.0942824869083 13
"(47.693473255999997, -122.348591418)" 0.0165816702262 1
"(47.676553865999999, -122.317376795)" 0.0316691697194 1
"(47.565631771, -122.36436487100001)" 0.0292251895491 6
"(47.548050551999999, -122.328984855)" 0.0350056689634 3
"(47.667538092000001, -122.398313715)" 0.0725632476947 1
"(47.530991309000001, -122.382001188)" 0.0207169984956 1
"(47.610798436000003, -122.32954553099999)" 0.00663963839061 1
"(47.686939385000002, -122.355300845)" 0.0258630648492 1
"(47.700706848999999, -122.30061982399999)" 0.0344001583645 2
"(47.562872749, -122.38077260999999)" 0.0323544018555 1
"(47.667602017999997, -122.287960817)" 0.0587701527332 1
"(47.511189285, -122.339379554)" 0.0339657915823 1
"(47.626474350999999, -122.312574349)" 0.0121024247382 1
"(47.610814155, -122.29622614500001)" 0.0215208380976 3
"(47.601251628, -122.291314255)" 0.029523207638 2
"(47.612361067000002, -122.317913907)" 0.00302818439384 2
"(47.576653540000002, -122.397974101)" 0.0538914202005 1
"(47.552336390999997, -122.31109314699999)" 0.0533418622983 2
"(47.567243015999999, -122.313463638)" 0.0401245302449 2
"(47.679725462999997, -122.27847529500001)" 0.0610446678261 1
"(47.733675038000001, -122.35880862099999)" 0.0389401689766 4
"(47.712037803000001, -122.299041316)" 0.0370531109393 5
"(47.538711561, -122.38728211199999)" 0.025348770434 8
"(47.705047804000003, -122.343331983)" 0.0086527857384 2
"(47.592505502000002, -122.29905626199999)" 0.0291931767871 2
"(47.640939658000001, -122.283692792)" 0.0422350064888 5
"(47.604778398999997, -122.318106438)" 0.0105747331016 7
"(47.614659734999996, -122.324465311)" 0.00722554151998 5
"(47.576430039999998, -122.313369939)" 0.0319191385721 1
"(47.711823858000002, -122.365352383)" 0.0316850143393 3
"(47.486575408, -122.226831684)" 0.144121648393 1
"(47.637680183000001, -122.373877562)" 0.0429023711356 8
"(47.656244934999997, -122.338635979)" 0.0396824631297 2
"(47.521025903999998, -122.362194342)" 0.0154749686691 10
"(47.632316635999999, -122.357331648)" 0.0260833651992 2
"(47.615264965000001, -122.307445273)" 0.00982488114308 3
"(47.503818895000002, -122.255893198)" 0.111054380205 4
"(47.617030712999998, -122.282644401)" 0.0346678330023 1
"(47.534057619000002, -122.331275902)" 0.0308509281666 1
"(47.624826579999997, -122.30730951699999)" 0.0137690335496 5
"(47.698161519000003, -122.341916329)" 0.00842513750176 1
"(47.693589351999996, -122.323037111)" 0.0151196921432 5
"(47.639596972, -122.360934156)" 0.0335405608439 1
"(47.680155585000001, -122.32461141500001)" 0.0249838898792 3
"(47.563850629000001, -122.388127634)" 0.0378040131083 8
"(47.611941248999997, -122.32598757700001)" 0.00839384171347 1
"(47.624574420000002, -122.354100816)" 0.0193148005789 11
"(47.664295209999999, -122.347319357)" 0.0405380167687 1
"(47.456294511999999, -122.29043327399999)" 0.107512843322 3
"(47.765607479000003, -122.33103083500001)" 0.062829831902 2
"(47.676198091000003, -122.315664074)" 0.0329384104948 5
"(47.652708660000002, -122.37003551399999)" 0.0492648158409 1
"(47.625401386999997, -122.341846999)" 0.0102812040126 1
"(47.683843050999997, -122.26615072200001)" 0.0713898309181 1
"(47.588892651999998, -122.29909730999999)" 0.0320725955318 1
"(47.553022753, -122.388494071)" 0.0311985323468 3
"(47.624553747, -122.34430793200001)" 0.0111314034864 2
"(47.610034573999997, -122.323473241)" 0.0081495967327 27
"(47.626664349999999, -122.32738248299999)" 0.0135653265043 11
"(47.578822359999997, -122.383255535)" 0.0473466523844 1
"(47.563974918, -122.406701849)" 0.0524446871683 4
"(47.527907165000002, -122.273112516)" 0.0893317176272 3
"(47.688491006, -122.307350654)" 0.0311342738428 1
"(47.593290402000001, -122.310336218)" 0.0217416747613 4
"(47.623793765000002, -122.30356052800001)" 0.0161168953522 3
"(47.614478298000002, -122.353966797)" 0.0175976102041 4
"(47.699712537000003, -122.375440502)" 0.0406157687677 1
"(47.557903357999997, -122.31477079)" 0.0484525698635 2
"(47.659120911999999, -122.38912499600001)" 0.0676440516589 1
"(47.618283679000001, -122.340163391)" 0.00402346386015 2
"(47.696944788000003, -122.35938816300001)" 0.0251532972149 8
"(47.577727076999999, -122.28980486)" 0.0465570808245 1
"(47.660911259999999, -122.298924793)" 0.0491437646936 5
"(47.560103077999997, -122.2936735)" 0.0565790181676 1
"(47.666445297000003, -122.30519105800001)" 0.0470588992623 1
"(47.573257466000001, -122.371424881)" 0.037939097192 1
"(47.656827841000002, -122.318799189)" 0.0415359998493 5
"(47.611557226999999, -122.345422125)" 0.0102584591906 15
"(47.585640288, -122.376097589)" 0.0502763523957 1
"(47.711564176000003, -122.373413391)" 0.039427152991 1
"(47.623079611000001, -122.293146244)" 0.0253410174701 3
"(47.689562955, -122.33317276699999)" 0.0134549368809 1
"(47.615036752000002, -122.344363969)" 0.00802176306447 273
"(47.689474054999998, -122.352602956)" 0.0221784321962 1
"(47.571255377999996, -122.386219142)" 0.0423444316365 3
"(47.561260955999998, -122.40424850300001)" 0.048943916247 3
"(47.626725049000001, -122.348859649)" 0.0159647404832 4
"(47.563456655000003, -122.288011035)" 0.0578862140899 71
"(47.488201031000003, -122.33649769100001)" 0.0546323092074 1
"(47.560108200999998, -122.286488582)" 0.0613375255879 21
"(47.705792535, -122.34739161900001)" 0.0127734350144 2
"(47.612430150000002, -122.34888225)" 0.0130719148592 10
"(47.618417113, -122.35107366299999)" 0.0146840480921 2
"(47.562856414999999, -122.281223912)" 0.0632825476597 2
"(47.566273735999999, -122.315964804)" 0.0401277961348 5
"(47.588257437000003, -122.289279378)" 0.0389340113021 2
"(47.637758826000002, -122.36564428200001)" 0.0360033212073 4
"(47.521783112999998, -122.335571293)" 0.0302762272928 11
"(47.530965617, -122.26998957799999)" 0.0922066628673 46
"(47.657701557999999, -122.327047595)" 0.0421549803462 1
"(47.675282625999998, -122.303813639)" 0.0416196146424 1
"(47.584550546000003, -122.315336481)" 0.0240002635986 17
"(47.685853246000001, -122.34989821400001)" 0.0226724706136 1
"(47.619668173000001, -122.301832572)" 0.0160381043672 3
"(47.594995943999997, -122.325538835)" 0.00986286669526 3
"(47.613760194000001, -122.331486861)" 0.00577148620296 20
"(47.725023847000003, -122.333488004)" 0.0221721004504 2
"(47.649412574000003, -122.37227675)" 0.048531729313 4
"(47.618184403000001, -122.334252991)" 0.00273795657243 18
"(47.616709299999997, -122.326803613)" 0.00963431011146 74
"(47.659457068999998, -122.318269293)" 0.0441483798843 10
"(47.675285520000003, -122.383477308)" 0.0558342110842 2
"(47.536691349999998, -122.356155972)" 0.00587714384437 5
"(47.521951420000001, -122.35511453399999)" 0.0161085334532 32
"(47.676583018000002, -122.31500543999999)" 0.0330207361393 5
"(47.660516336999997, -122.287698543)" 0.0540109243331 5
"(47.620797207999999, -122.30360964099999)" 0.014717513903 2
"(47.598557276999998, -122.323097171)" 0.00826199461135 1
"(47.661315879, -122.320250368)" 0.0441057626652 31
"(47.776181080999997, -122.351801526)" 0.075193688306 2
"(47.673334515000001, -122.316510557)" 0.0348443820642 3
"(47.684732549000003, -122.364667903)" 0.0348311647028 1
"(47.587165818999999, -122.33326501099999)" 0.0174926637992 8
"(47.611857874999998, -122.31986394099999)" 0.00432606512053 5
"(47.631826392999997, -122.36180161)" 0.0295195842901 14
"(47.619664133000001, -122.307367146)" 0.0108137879056 1
"(47.663934263000002, -122.34066284399999)" 0.0393822961052 3
"(47.515950650000001, -122.258211851)" 0.105832338381 4
"(47.618816115000001, -122.357710178)" 0.0213235684604 3
"(47.664481285999997, -122.293433271)" 0.0546353520222 1
"(47.690851395999999, -122.29981618399999)" 0.0371423462516 2
"(47.732310210000001, -122.343694025)" 0.0306825426822 3
