location distance crime_count
"(47.562896142, -122.363103706)" 0.0264179703433 4
"(47.613526552000003, -122.322102195)" 0.00515427630679 85
"(47.604529681999999, -122.320747584)" 0.00842010178669 1
"(47.687832727, -122.369342961)" 0.0375486149146 1
"(47.717313978999996, -122.372287605)" 0.0400232374721 5
"(47.507461309999997, -122.264775246)" 0.101497451655 3
"(47.679401439000003, -122.27481828099999)" 0.0645600960266 1
"(47.686566741, -122.36600259799999)" 0.0350861681024 1
"(47.572611582, -122.300569495)" 0.0425834559755 2
"(47.623221350999998, -122.341708418)" 0.00840865346461 1
"(47.725698391999998, -122.30727671)" 0.035854953036 1
"(47.769593784000001, -122.38720822800001)" 0.0847288806602 7
"(47.578222425, -122.31072013799999)" 0.0318324544916 1
"(47.554714887000003, -122.39299030700001)" 0.0359210623167 1
"(47.643191702999999, -122.321472841)" 0.0281868001127 2
"(47.664382396999997, -122.367399779)" 0.0503646095787 4
"(47.762352997999997, -122.33769079699999)" 0.0595161401586 1
"(47.722319147, -122.352905202)" 0.0264479214508 6
"(47.636563744, -122.35378263200001)" 0.0263901931328 1
"(47.578346588999999, -122.294673045)" 0.0430836235807 1
"(47.641434478999997, -122.356230489)" 0.0317025324575 3
"(47.675266774000001, -122.310854914)" 0.0366629015289 1
"(47.628230506000001, -122.360572817)" 0.026726473166 1
"(47.537265855000001, -122.361185874)" 0.00113977304097 13
"(47.615681807000001, -122.33017472900001)" 0.00639447099678 8
"(47.557673733000001, -122.389608985)" 0.0347696330551 1
"(47.658207236999999, -122.346705384)" 0.0428211179663 1
"(47.643898424, -122.398291238)" 0.0675445742417 1
"(47.620895642999997, -122.344346176)" 0.00893552465647 15
"(47.597487026000003, -122.311583355)" 0.0187177160209 1
"(47.517240854999997, -122.257307471)" 0.106478743166 3
"(47.734462194000002, -122.318128258)" 0.0357651100097 1
"(47.524280038999997, -122.328234958)" 0.0359365038731 4
"(47.618507561999998, -122.30810764)" 0.00970099955022 2
"(47.716538984000003, -122.371627946)" 0.0391317467963 1
"(47.504856715999999, -122.25595733999999)" 0.110691944701 4
"(47.538904465000002, -122.268967692)" 0.0887845932648 2
"(47.546980169000001, -122.30793901600001)" 0.0550969009324 1
"(47.651482850000001, -122.35135737100001)" 0.0378966988424 1
"(47.635711723, -122.35257554099999)" 0.0249583033388 2
"(47.662881296000002, -122.35469961)" 0.0446267158213 2
"(47.580268296, -122.307652163)" 0.0321539811924 3
"(47.618235404000004, -122.34580572599999)" 0.00944489631866 2
"(47.501050085999999, -122.242541792)" 0.124635982981 3
"(47.572706818, -122.32598156500001)" 0.031623318463 4
"(47.678507428000003, -122.28498322900001)" 0.0556028396122 1
"(47.551161745999998, -122.27475956000001)" 0.0759557954624 4
"(47.573305757999997, -122.41408068699999)" 0.0637490222602 1
"(47.634237693000003, -122.39230168900001)" 0.0585167634264 1
"(47.565835894000003, -122.402894898)" 0.0503044189444 1
"(47.616450702000002, -122.31351108600001)" 0.00392529253332 3
"(47.600453702999999, -122.327661525)" 0.00400703016184 9
"(47.603056698000003, -122.322469093)" 0.00678289597635 1
"(47.663440184000002, -122.343477955)" 0.0403708198484 1
"(47.618515901999999, -122.33382127599999)" 0.00328176883126 18
"(47.516848649000003, -122.269614827)" 0.0944814256706 1
"(47.711931550000003, -122.288638699)" 0.0471837418579 1
"(47.652166151999999, -122.37620894)" 0.0532947355555 1
"(47.658494443000002, -122.40089102100001)" 0.0768093260092 6
"(47.669810357000003, -122.378883422)" 0.0550006367463 2
"(47.614702076, -122.314233202)" 0.00309902761565 21
"(47.559651748, -122.400383128)" 0.0447991725687 2
"(47.612973109999999, -122.326536526)" 0.00918571507835 4
"(47.497772101999999, -122.24892653400001)" 0.119550174005 2
"(47.518383403999998, -122.376853817)" 0.023408472848 9
"(47.688207468999998, -122.318926718)" 0.0217397339735 3
"(47.719642825000001, -122.36231386599999)" 0.0320796407624 1
"(47.603100034000001, -122.316781664)" 0.0122297195835 7
"(47.664011569000003, -122.31525073)" 0.0435932483783 67
"(47.678890740999996, -122.26222808999999)" 0.0765827703324 29
"(47.663225339999997, -122.358423151)" 0.0460984540303 1
"(47.628734385999998, -122.36249254400001)" 0.0286770063247 2
"(47.692434052000003, -122.363332802)" 0.0302509424136 1
"(47.560745584000003, -122.287028968)" 0.0605037499857 4
"(47.650061772999997, -122.304399539)" 0.0370491505643 2
"(47.571414091999998, -122.326723509)" 0.032846400066 1
"(47.647662726999997, -122.390257021)" 0.0620763095423 3
"(47.676870940999997, -122.370862323)" 0.0443532056979 1
"(47.582945613, -122.30295571400001)" 0.0337214947518 1
"(47.604609019000002, -122.32465212)" 0.00452920741155 29
"(47.694433042, -122.31214509500001)" 0.0243259752083 1
"(47.556724774000003, -122.31172459299999)" 0.0505474320559 2
"(47.524640914000003, -122.346735975)" 0.0193531682537 1
"(47.640748088000002, -122.353981061)" 0.029795169478 1
"(47.715126890999997, -122.362246681)" 0.0299099591632 1
"(47.560023557999997, -122.265675364)" 0.0756287178381 2
"(47.628027983000003, -122.34567411)" 0.0146392066185 1
"(47.610748389000001, -122.324126053)" 0.00824045447012 22
"(47.611348536000001, -122.341102353)" 0.00699785580302 182
"(47.608324561000003, -122.339559377)" 0.00884161160823 38
"(47.634823177000001, -122.375878055)" 0.0433818725792 2
"(47.613512843000002, -122.31813166400001)" 0.00200206924744 15
"(47.619435852000002, -122.32529197300001)" 0.00901622362738 7
"(47.731948844000001, -122.29310249700001)" 0.0509416219321 17
"(47.679658246000002, -122.354859316)" 0.0306032676782 2
"(47.543188522000001, -122.283686465)" 0.076069593429 3
"(47.662684863999999, -122.394045718)" 0.0714811936766 3
"(47.643183913999998, -122.402647092)" 0.0712816898443 2
"(47.591542842999999, -122.315412688)" 0.0186663783613 13
"(47.689311232999998, -122.287469746)" 0.049386527601 1
"(47.675840100000002, -122.318704305)" 0.0315620150504 1
"(47.590312349000001, -122.33372928199999)" 0.0145915327925 20
"(47.562897571999997, -122.294551137)" 0.053862665281 2
"(47.545962105999998, -122.313805311)" 0.0491441967999 6
"(47.523311863000004, -122.275322754)" 0.0877044666276 29
"(47.540060185999998, -122.26457987000001)" 0.0909981397718 1
"(47.499414043000002, -122.287275253)" 0.0834484296176 4
"(47.675788568999998, -122.312530466)" 0.035180466109 3
"(47.622645175999999, -122.343670385)" 0.00936574433129 14
"(47.701490374999999, -122.361400335)" 0.0264878701343 4
"(47.662194247999999, -122.36703023600001)" 0.0518275967772 5
"(47.528187801000001, -122.261443058)" 0.100929805078 3
"(47.645664607000001, -122.38595785)" 0.0573556285155 2
"(47.539041189999999, -122.320506517)" 0.0416011692993 9
"(47.604769531000002, -122.330167721)" 0.00117257794359 34
"(47.573358571, -122.314026458)" 0.0343273688256 1
"(47.515091804999997, -122.266942398)" 0.097467752961 1
"(47.637211129999997, -122.376142915)" 0.0446716391503 4
"(47.570175747999997, -122.362364247)" 0.0336774067353 1
"(47.678659611, -122.370886187)" 0.0433475027536 1
"(47.616998039000002, -122.306772803)" 0.0106304731664 18
"(47.519019501000002, -122.356652629)" 0.0182889027599 3
"(47.725607451999998, -122.296393377)" 0.0447464138619 9
"(47.657749975000002, -122.35495998499999)" 0.0450826561962 1
"(47.634740698000002, -122.37102733099999)" 0.038993541542 1
"(47.628672086000002, -122.319674018)" 0.0135667793929 2
"(47.579809402999999, -122.32759002900001)" 0.0244111346549 2
"(47.639724483999998, -122.325892454)" 0.0254231629238 1
"(47.539042330999997, -122.32126534299999)" 0.040843857644 12
"(47.587549746999997, -122.295957872)" 0.0350056245705 1
"(47.688576085999998, -122.320280414)" 0.0205029574864 4
"(47.579916566000001, -122.306604596)" 0.0331206176029 1
"(47.637911009, -122.30102184099999)" 0.0278272592709 3
"(47.726498859000003, -122.294987862)" 0.0464098978628 2
"(47.715000471000003, -122.33144133)" 0.0125988953322 4
"(47.571178863999997, -122.393425454)" 0.0467792490341 1
"(47.661383731999997, -122.33313324300001)" 0.0415559997431 5
"(47.583490021999999, -122.356324593)" 0.034140541925 6
"(47.665370089, -122.370764112)" 0.0518762454117 1
"(47.488243375000003, -122.248510346)" 0.123350775031 2
"(47.638987041, -122.325893408)" 0.0247544807449 22
"(47.687785024999997, -122.381089936)" 0.0485526123224 2
"(47.628221222000001, -122.357960519)" 0.0243955370435 2
"(47.608012522000003, -122.30437324)" 0.014823145861 4
"(47.699785556999998, -122.355397375)" 0.0206832033203 42
"(47.623123192000001, -122.319908353)" 0.00823715435946 2
"(47.610359748999997, -122.308259234)" 0.0102858151787 3
"(47.583977742999998, -122.32947909000001)" 0.0201947780672 10
"(47.673346799000001, -122.359486289)" 0.0384112114784 2
"(47.519194313, -122.362908307)" 0.017327960807 1
"(47.628938437999999, -122.352105167)" 0.0198812764142 1
"(47.601273112999998, -122.316873499)" 0.0126233934072 1
"(47.590011992000001, -122.329981972)" 0.0141818485571 4
"(47.544050316000003, -122.33191957299999)" 0.0310426333584 2
"(47.699017277999999, -122.317622267)" 0.0177574170714 2
"(47.615081334000003, -122.32830912199999)" 0.00833414515536 25
"(47.716454835, -122.28528474300001)" 0.0514817570092 2
"(47.486675880999996, -122.345212671)" 0.0525857907502 2
"(47.614080416, -122.32011357499999)" 0.00310201342255 147
"(47.649657320000003, -122.35742353099999)" 0.0391057369486 7
"(47.574147826999997, -122.294199367)" 0.0460822821853 17
"(47.604234095000002, -122.322011303)" 0.00714898433114 8
"(47.516853920000003, -122.270559131)" 0.0935568721954 4
"(47.561069598000003, -122.377456057)" 0.0290108321227 1
"(47.605142385000001, -122.332811483)" 0.0037787379755 26
"(47.626676607999997, -122.301120767)" 0.0197426004304 1
"(47.538879268999999, -122.28542020800001)" 0.0766467295536 1
"(47.728637526999997, -122.330207849)" 0.0261707526102 14
"(47.655418742999998, -122.354227077)" 0.0426566726005 1
"(47.637592218000002, -122.395534471)" 0.0626490438402 1
"(47.654756231999997, -122.344656997)" 0.0389988306391 2
"(47.570660842000002, -122.325984741)" 0.0336592623149 3
"(47.494494668000002, -122.293899224)" 0.0800390564337 2
"(47.610997531000002, -122.32588932900001)" 0.00757049987426 4
"(47.707313947000003, -122.377521957)" 0.0428001688189 1
"(47.660792571000002, -122.292492177)" 0.051785086907 2
"(47.733222116999997, -122.339677446)" 0.0306884265651 3
"(47.551216355999998, -122.28344595900001)" 0.0699561431 1
"(47.624991440000002, -122.291435169)" 0.027585779751 5
"(47.571924395000003, -122.308935392)" 0.0380632869123 3
"(47.659859814999997, -122.275340703)" 0.0611707533642 2
"(47.666055622000002, -122.36618482599999)" 0.0483024072429 2
"(47.666136063000003, -122.33849431199999)" 0.0369343906311 1
"(47.693030063000002, -122.275299961)" 0.0604610850803 2
"(47.598033508, -122.295669668)" 0.0276658119016 7
"(47.612291569999996, -122.338734303)" 0.0048710795683 2
"(47.718687203999998, -122.352916937)" 0.0239174964262 2
"(47.647376328999997, -122.32573267799999)" 0.0325866076266 3
"(47.675887138999997, -122.323893453)" 0.0291880436304 1
"(47.571343452999997, -122.286311508)" 0.0537807113467 1
"(47.509982252999997, -122.375866043)" 0.02991031581 1
"(47.537391151999998, -122.37591386299999)" 0.0139124334209 2
"(47.623071834000001, -122.291970592)" 0.0264603661258 3
"(47.610978844000002, -122.316779122)" 0.00436882096534 54
"(47.731993180000003, -122.29858572000001)" 0.0465700975137 5
"(47.635099345, -122.27902541500001)" 0.0430565996155 3
"(47.565788343000001, -122.286087653)" 0.0576921023205 10
"(47.658562068000002, -122.335022165)" 0.041968095792 1
"(47.661336026999997, -122.323496357)" 0.0431132205885 15
"(47.664917211000002, -122.31524233899999)" 0.0427911692094 2
"(47.646401615999999, -122.306830182)" 0.032788056561 27
"(47.658326486, -122.326223184)" 0.042953974456 3
"(47.646812820000001, -122.40521461599999)" 0.0750553451233 1
"(47.503125812, -122.375086315)" 0.0358371844044 2
"(47.660951564000001, -122.391027314)" 0.0700309676379 1
"(47.608493097, -122.340797599)" 0.00919325347938 62
"(47.563059596999999, -122.32351095999999)" 0.0414967093604 1
"(47.579809380999997, -122.327071151)" 0.0244500112108 4
"(47.495567158, -122.264914039)" 0.105389788097 1
"(47.616451023000003, -122.295502898)" 0.0217964662848 1
"(47.680347716999997, -122.30773617)" 0.0353439954134 2
"(47.661133927000002, -122.388113473)" 0.0676073939393 2
"(47.687499479000003, -122.321612214)" 0.0203733301758 2
"(47.624259698000003, -122.315160654)" 0.00918518050334 2
"(47.574978897000001, -122.329058917)" 0.0291912780147 158
"(47.607587766999998, -122.32814459799999)" 0.00356541336844 8
"(47.708081333000003, -122.33130214099999)" 0.0063366463481 14
"(47.698347097000003, -122.368726014)" 0.0340814912739 1
"(47.675082244000002, -122.36294071899999)" 0.0394627406424 2
"(47.530127249000003, -122.346769792)" 0.016537409214 1
"(47.523768543000003, -122.364531696)" 0.0129749173492 10
"(47.669740705000002, -122.357376961)" 0.0400313305374 2
"(47.621457659000001, -122.33846054)" 0.00521983349274 11
"(47.616496560999998, -122.289731746)" 0.027563376592 3
"(47.599201837999999, -122.332230049)" 0.00584019130857 8
"(47.615779996999997, -122.32679585299999)" 0.0095369530049 32
"(47.695241342999999, -122.284421106)" 0.051106009 2
"(47.653945426999996, -122.278000612)" 0.0550818340728 2
"(47.640582758000001, -122.39298589400001)" 0.0613585364228 3
"(47.697509255, -122.297401257)" 0.037933734756 1
"(47.606834958, -122.316123167)" 0.00856219385856 13
"(47.774037454000002, -122.33473662599999)" 0.0711377740027 1
"(47.536666752000002, -122.29478822900001)" 0.0672419777627 4
"(47.551679395999997, -122.31933194)" 0.0453159838323 13
"(47.695903418, -122.327762519)" 0.0100305554586 3
"(47.705573043000001, -122.28136926099999)" 0.0536473741265 2
"(47.560611166999998, -122.2647777)" 0.0758188496847 1
"(47.663590749000001, -122.35209718)" 0.0428863963995 1
"(47.574354855999999, -122.378147205)" 0.0411430968668 1
"(47.618253967000001, -122.294823986)" 0.0226369544516 5
"(47.625228331999999, -122.361929381)" 0.0268469141218 6
"(47.586585315000001, -122.294930143)" 0.0363971335798 1
"(47.687033307999997, -122.29494688699999)" 0.0430348807912 1
"(47.506402841000003, -122.37682099)" 0.033535240644 1
"(47.662072913000003, -122.29773221799999)" 0.0506710943188 1
"(47.675627433999999, -122.38473941700001)" 0.0567695244072 2
"(47.694050926999999, -122.40028334900001)" 0.0659299066017 2
"(47.557860175000002, -122.291590535)" 0.0596327476469 1
"(47.647768437000003, -122.352366485)" 0.034956694263 2
"(47.599242340000004, -122.298041403)" 0.0250645186202 37
"(47.701706653999999, -122.28664091100001)" 0.0483238259525 18
"(47.516566492999999, -122.38751945200001)" 0.0323582580585 2
"(47.650623271999997, -122.36087859600001)" 0.0418394365359 2
"(47.604644639, -122.329287557)" 0.000491480384722 3
"(47.530024988000001, -122.32022387000001)" 0.0423045894198 3
"(47.512599969999997, -122.26315526)" 0.101722296691 4
"(47.635186474999998, -122.282652664)" 0.0399128648516 1
"(47.541020772000003, -122.35959588)" 0.00513442495811 5
"(47.604445331000001, -122.334477287)" 0.00532441059648 3
"(47.650437334999999, -122.415003445)" 0.0854775001001 1
"(47.623120456000002, -122.318857822)" 0.0079604203728 1
"(47.576684782000001, -122.40452472699999)" 0.0584860541257 2
"(47.600013668000003, -122.329653769)" 0.00418555892559 40
"(47.677590725000002, -122.300622175)" 0.0426492552134 1
"(47.660963137000003, -122.320753856)" 0.0442744958497 27
"(47.659578816, -122.346161503)" 0.0440318579252 5
"(47.651205455000003, -122.36648569499999)" 0.0457743989823 6
"(47.711186376000001, -122.30440324999999)" 0.0316507182032 2
"(47.673104795999997, -122.388862953)" 0.0615983821426 1
"(47.525886962000001, -122.289362963)" 0.0734379659437 1
"(47.698717666, -122.34596604799999)" 0.0117832606364 9
"(47.669458057, -122.280807126)" 0.0636381517377 2
"(47.685980569000002, -122.37409457299999)" 0.0426446331994 2
"(47.653564705999997, -122.307207421)" 0.0395463403257 1
"(47.572931427, -122.38808141600001)" 0.0447875557366 5
"(47.563451790000002, -122.268867813)" 0.070944223972 4
"(47.608013550000003, -122.305026033)" 0.0142582937093 1
"(47.649066664000003, -122.404671824)" 0.0754995602121 1
"(47.685950812999998, -122.37893853999999)" 0.0471409226818 5
"(47.517720179000001, -122.286325201)" 0.0779993478718 2
"(47.674187435999997, -122.355341611)" 0.0352168870093 1
"(47.561146973, -122.305099914)" 0.0492936972702 3
"(47.673257661000001, -122.362940369)" 0.0407692165506 10
"(47.611461982000002, -122.324778928)" 0.00844205559077 4
"(47.602194124, -122.318337595)" 0.0110012970122 1
"(47.635186474000001, -122.282652664)" 0.0399128643539 1
"(47.721996240000003, -122.29634728000001)" 0.0430678113391 28
"(47.508946491000003, -122.251191461)" 0.114211985299 7
"(47.684119099999997, -122.38000424499999)" 0.048811957524 1
"(47.517730501000003, -122.371391092)" 0.0209743685517 1
"(47.608016006, -122.306319524)" 0.0131628740394 2
"(47.540721331999997, -122.294386839)" 0.067774751006 7
"(47.612361067000002, -122.317913906)" 0.00302818418121 8
"(47.522809358000003, -122.34672732200001)" 0.020533037582 2
"(47.652708658999998, -122.370035513)" 0.0492648144277 1
"(47.640151727999999, -122.367618517)" 0.0390141554176 3
"(47.723261329000003, -122.36095344)" 0.0330266954217 1
"(47.508202169999997, -122.39083816599999)" 0.0403816494338 8
"(47.543888938999999, -122.329622378)" 0.0332392897524 1
"(47.651246295999997, -122.337509211)" 0.0346410000075 1
"(47.689721124000002, -122.30145876900001)" 0.0359909061642 1
"(47.665702959000001, -122.37490543600001)" 0.0545898958151 4
"(47.626082924000002, -122.31805614699999)" 0.0107915967371 1
"(47.760293867000001, -122.27293702199999)" 0.0844965408147 1
"(47.627578043, -122.35276761900001)" 0.0196141309856 1
"(47.534185334999997, -122.27264344)" 0.0894165241032 2
"(47.67690125, -122.351272909)" 0.0306980839758 2
"(47.675795911000002, -122.259813013)" 0.0798761444735 1
"(47.648634391999998, -122.33255558099999)" 0.0322564681324 1
"(47.661262804000003, -122.285991157)" 0.0555797378439 2
"(47.619725418000002, -122.34388908699999)" 0.00801512493029 1
"(47.538666741999997, -122.35499477899999)" 0.00736132497676 12
"(47.608875908999998, -122.292605782)" 0.0254921548396 1
"(47.509561454, -122.38150632200001)" 0.0332417264781 2
"(47.679423823, -122.40013282300001)" 0.0692815365071 3
"(47.698980802000001, -122.384167307)" 0.0493731042299 1
"(47.602667500000003, -122.301761662)" 0.0200148520797 1
"(47.692779256000001, -122.331084954)" 0.0108336531094 5
"(47.637444197999997, -122.344091128)" 0.0221646666263 1
"(47.517307205000002, -122.34606028899999)" 0.0249678803533 1
"(47.582088757999998, -122.387827796)" 0.0523818779201 8
"(47.752779517, -122.35906890699999)" 0.0554047641546 1
"(47.647313013000002, -122.36719062)" 0.0434047831812 1
"(47.583655896000003, -122.302947395)" 0.0332855693028 2
"(47.614721254999999, -122.300091127)" 0.0171893040326 3
"(47.520145884000002, -122.26972187200001)" 0.0937456537926 2
"(47.625118614999998, -122.325962899)" 0.0130988300601 1
"(47.57651542, -122.380278582)" 0.0439800475533 5
"(47.614099103000001, -122.3174884)" 0.00124027740631 66
"(47.686745950000002, -122.318902458)" 0.0227700886174 8
"(47.623211153, -122.306657743)" 0.0132246094197 1
"(47.675635845999999, -122.376210675)" 0.0494548015342 1
"(47.617023062999998, -122.30883884000001)" 0.00860144653691 6
"(47.556130084000003, -122.277541621)" 0.0705144707126 2
"(47.699721298, -122.386427936)" 0.0515759831823 2
"(47.592481100000001, -122.302619773)" 0.0271338258335 13
"(47.619663387999999, -122.333620358)" 0.00418981486067 4
"(47.542873258, -122.37716052499999)" 0.0164180146275 1
"(47.613394833000001, -122.339603238)" 0.0044756885797 1
"(47.594069888, -122.310152694)" 0.0215241711522 8
"(47.707499773000002, -122.34337047699999)" 0.00959491243102 4
"(47.615228074999997, -122.32394405399999)" 0.0066746870339 26
"(47.728669865999997, -122.334216508)" 0.0257803026393 1
"(47.527388766000001, -122.357763435)" 0.0100607237266 7
"(47.655495191999997, -122.372338003)" 0.0528738405269 2
"(47.690299520000003, -122.30628507599999)" 0.0313121376491 2
"(47.660553724000003, -122.315461654)" 0.0452698564407 2
"(47.553719440999998, -122.362964371)" 0.0172447730492 2
"(47.685943424000001, -122.38001088)" 0.0481456994551 1
"(47.608008443000003, -122.303724358)" 0.0153929621242 4
"(47.697812542000001, -122.345955507)" 0.0121244964113 7
"(47.558182275999997, -122.388491399)" 0.0342100384329 1
"(47.541574732999997, -122.284797187)" 0.0767217480776 7
"(47.618558149000002, -122.344383851)" 0.00811859151186 120
"(47.642254401000002, -122.346211998)" 0.0274125048068 3
"(47.520536728000003, -122.37265555899999)" 0.0191762498161 3
"(47.617744541999997, -122.343983595)" 0.00756761447444 4
"(47.699667198999997, -122.360068461)" 0.0253256408668 1
"(47.569184870999997, -122.298230941)" 0.0466965302969 5
"(47.618242901999999, -122.33843756100001)" 0.0025274401141 27
"(47.597095711000001, -122.326368785)" 0.0076050276812 12
"(47.625995607999997, -122.29099007000001)" 0.0283655306133 2
"(47.623199133999996, -122.335841786)" 0.00661197775705 1
"(47.574048585, -122.30989275500001)" 0.0357564871246 2
"(47.572197396, -122.383579509)" 0.0416975469221 2
"(47.638828586999999, -122.394949088)" 0.0625261323334 3
"(47.599266802000002, -122.304466013)" 0.0205340509672 1
"(47.648644621999999, -122.393569609)" 0.0654409404399 1
"(47.621347088999997, -122.296681354)" 0.0214526955399 1
"(47.673967619000003, -122.282869354)" 0.0595774819719 1
"(47.638711250999997, -122.299421348)" 0.0294232051545 6
"(47.687888260000001, -122.391931818)" 0.0589260546822 3
"(47.532824884, -122.375258801)" 0.0137298089393 8
"(47.672356631, -122.372469536)" 0.0483798818883 1
"(47.673981892, -122.291674841)" 0.05204801972 3
"(47.684029867, -122.3485522)" 0.0232615941904 1
"(47.549396221999999, -122.387117184)" 0.0282077886925 3
"(47.543902594000002, -122.284590915)" 0.0749570781428 1
"(47.771162029000003, -122.282701367)" 0.0859629237146 1
"(47.559439554999997, -122.29897847700001)" 0.053960513716 2
"(47.651348220000003, -122.349937184)" 0.0372371746809 5
"(47.675166627999999, -122.397029222)" 0.0679924240384 1
"(47.674783028, -122.328172893)" 0.0289221937919 2
"(47.605197986999997, -122.324423051)" 0.00484720982636 16
"(47.664029608, -122.37612475500001)" 0.05662391565 2
"(47.653075485000002, -122.345338864)" 0.0375117035523 3
"(47.611531857000003, -122.307542258)" 0.0104393003504 1
"(47.600026427000003, -122.32374857799999)" 0.00681562068109 2
"(47.568404225999998, -122.38743793899999)" 0.0407853282552 1
"(47.595077820999997, -122.301168377)" 0.0258651903898 6
"(47.599208685000001, -122.314137587)" 0.0158204784653 4
"(47.570697762999998, -122.296129806)" 0.0470253587489 13
"(47.610274537000002, -122.341344023)" 0.00798307331226 10
"(47.618534826000001, -122.35529342300001)" 0.0188907201204 3
"(47.686572628, -122.341804137)" 0.0177076895851 2
"(47.568502457999998, -122.32404296199999)" 0.0360327299856 1
"(47.723864591999998, -122.30457826)" 0.0369046976462 3
"(47.705022696, -122.33258742700001)" 0.00317609658051 9
"(47.677713091999998, -122.379443735)" 0.0511280039592 1
"(47.722908797000002, -122.297741743)" 0.0422469684873 1
"(47.638025644999999, -122.277100735)" 0.0461423467707 30
"(47.594583186999998, -122.30274500599999)" 0.0253177973785 3
"(47.664898782000002, -122.31307427500001)" 0.0438479180094 9
"(47.488850675999998, -122.246714521)" 0.124772263643 1
"(47.635369535999999, -122.325400817)" 0.0216354819429 4
"(47.678025863000002, -122.318735534)" 0.0296922818113 4
"(47.667122536999997, -122.30061023899999)" 0.0495907858806 24
"(47.571115790999997, -122.288835531)" 0.0521406130837 4
"(47.605357740000002, -122.329939975)" 0.00142094592023 25
"(47.690203500999999, -122.34721155699999)" 0.0176506902675 7
"(47.539431063000002, -122.320383443)" 0.0417495729351 1
"(47.719588272000003, -122.351621511)" 0.0235889317556 1
"(47.658308155, -122.312639209)" 0.0432368557551 4
"(47.557906078999999, -122.317617175)" 0.0476821475531 1
"(47.686483838000001, -122.302462174)" 0.0363998518269 1
"(47.678020428000004, -122.316542763)" 0.030948658725 1
"(47.526118865999997, -122.27639218900001)" 0.0862647240533 2
"(47.597093661999999, -122.325063687)" 0.00817645031076 12
"(47.704235111000003, -122.282763393)" 0.0522036825478 1
"(47.667433995000003, -122.386159467)" 0.0622916288203 105
"(47.690558510999999, -122.34398553600001)" 0.0152955307703 1
"(47.561154879, -122.275729107)" 0.068260575182 2
"(47.671736492000001, -122.35069096799999)" 0.0349133542422 10
"(47.659054984999997, -122.313187752)" 0.0439250914818 78
"(47.627362656000003, -122.32354088)" 0.0135775365773 3
"(47.601654343, -122.29590331199999)" 0.0253630742878 1
"(47.622419794000002, -122.287150247)" 0.0309452192693 1
"(47.663095718999998, -122.313669885)" 0.0451356187544 7
"(47.676680658000002, -122.29735633)" 0.0458338075986 1
"(47.526992157999999, -122.279472863)" 0.0831028274437 2
"(47.559358828999997, -122.296813024)" 0.0552663360712 1
"(47.551170353000003, -122.27652319800001)" 0.0746966900666 5
"(47.559960283999999, -122.33807735000001)" 0.0335278148316 1
"(47.555603847, -122.309222355)" 0.0524993419517 1
"(47.669488743000002, -122.33904113)" 0.0336607997379 2
"(47.615164569000001, -122.311169135)" 0.00610284462721 1
"(47.732314225000003, -122.34913077)" 0.0326541095445 39
"(47.525406273000002, -122.378863462)" 0.0201602634322 1
"(47.657198725000001, -122.276687649)" 0.05831599112 1
"(47.591190888, -122.389384716)" 0.0586807713268 6
"(47.660199781999999, -122.32351260599999)" 0.0442054589249 3
"(47.661282774, -122.27523609399999)" 0.0622850371068 3
"(47.573871537000002, -122.299401639)" 0.0424683047645 1
"(47.607927482000001, -122.326153105)" 0.00481249296325 13
"(47.613465761999997, -122.32891445999999)" 0.00821520751122 11
"(47.464752103000002, -122.34775202)" 0.0731547772658 2
"(47.510395893000002, -122.388412927)" 0.0371144613238 1
"(47.710811382000003, -122.315189456)" 0.0212854190545 1
"(47.575885620999998, -122.30485622099999)" 0.0372918190639 1
"(47.526010757999998, -122.312897311)" 0.0502398778472 2
"(47.576633436000002, -122.37339564299999)" 0.0417117552492 1
"(47.543005688000001, -122.393080097)" 0.0317243203247 1
"(47.623128471000001, -122.29877552799999)" 0.0200753010916 7
"(47.629723249999998, -122.34321851599999)" 0.0147252714 3
"(47.683046115000003, -122.311543457)" 0.0306927190846 2
"(47.553071058999997, -122.395030182)" 0.0369271175211 5
"(47.510700278999998, -122.272053067)" 0.0936027460909 2
"(47.733769377000002, -122.29448530099999)" 0.0508950911339 15
"(47.499633103000001, -122.264350415)" 0.10440531318 1
"(47.616446121999999, -122.314914137)" 0.0026111762165 2
"(47.723244106000003, -122.357568771)" 0.0304218909749 3
"(47.616452588999998, -122.29615661299999)" 0.0211437430096 1
"(47.553641073000001, -122.307329997)" 0.0550429059439 3
"(47.649394878999999, -122.381985629)" 0.0560636704024 7
"(47.679410883999999, -122.279645954)" 0.0600855729309 1
"(47.520784702, -122.390223882)" 0.0322779425221 1
"(47.560779255999996, -122.292036907)" 0.0571041215567 4
"(47.585914803999998, -122.30423295600001)" 0.0308967587876 2
"(47.617794441999997, -122.35399206)" 0.0175314425264 15
"(47.625792607000001, -122.337878085)" 0.00927555051971 5
"(47.458411159000001, -122.29712651)" 0.101539795661 1
"(47.554924665000001, -122.291554379)" 0.0619619701919 3
"(47.635697524000001, -122.38839704199999)" 0.055292448764 2
"(47.531031593999998, -122.346772704)" 0.0162076693393 12
"(47.644309307999997, -122.36820163599999)" 0.0420914659117 1
"(47.643638811000002, -122.407098899)" 0.0755924644913 4
"(47.667181186999997, -122.362271487)" 0.0449699594621 4
"(47.626352386000001, -122.30239360500001)" 0.0185208171809 8
"(47.530086904000001, -122.36921783299999)" 0.00963289902059 1
